0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+01,1.000000000000000000e+01,3.000000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01
4.666666666666665719e+01,2.000000000000000000e+01,4.000000000000000000e+01,2.666666666666667140e+01,2.000000000000000000e+01,2.666666666666667140e+01
4.000000000000000000e+01,2.500000000000000000e+01,3.500000000000000000e+01,3.000000000000000000e+01,2.500000000000000000e+01,3.000000000000000000e+01
4.399999999999999289e+01,2.800000000000000000e+01,4.000000000000000000e+01,3.200000000000000000e+01,3.200000000000000000e+01,3.600000000000000000e+01
4.333333333333333570e+01,3.000000000000000000e+01,4.333333333333333570e+01,3.000000000000000000e+01,4.000000000000000000e+01,3.666666666666667140e+01
4.285714285714286120e+01,3.428571428571429180e+01,4.571428571428572241e+01,3.428571428571429180e+01,3.714285714285714590e+01,3.428571428571429180e+01
4.250000000000000711e+01,3.250000000000000000e+01,4.499999999999999289e+01,4.000000000000000000e+01,3.750000000000000000e+01,3.750000000000000000e+01
4.000000000000000000e+01,3.333333333333334281e+01,4.888888888888889284e+01,4.222222222222222854e+01,4.000000000000000000e+01,4.000000000000000000e+01
4.200000000000000711e+01,3.200000000000000000e+01,4.600000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,3.800000000000000000e+01
4.545454545454546036e+01,3.272727272727273373e+01,4.363636363636364024e+01,4.363636363636364024e+01,4.000000000000000000e+01,3.636363636363636687e+01
4.666666666666665719e+01,3.166666666666667140e+01,4.499999999999999289e+01,4.166666666666665719e+01,4.166666666666665719e+01,4.000000000000000000e+01
4.769230769230768630e+01,3.230769230769230660e+01,4.615384615384615330e+01,4.153846153846153300e+01,4.153846153846153300e+01,4.153846153846153300e+01
4.571428571428572241e+01,3.142857142857143060e+01,5.000000000000000000e+01,4.285714285714286120e+01,4.142857142857142350e+01,4.285714285714286120e+01
4.399999999999999289e+01,3.200000000000000000e+01,4.933333333333332860e+01,4.266666666666665719e+01,4.133333333333333570e+01,4.266666666666665719e+01
4.250000000000000711e+01,3.500000000000000000e+01,4.750000000000000000e+01,4.375000000000000000e+01,4.499999999999999289e+01,4.375000000000000000e+01
4.235294117647059409e+01,3.764705882352941302e+01,4.588235294117647101e+01,4.588235294117647101e+01,4.823529411764705088e+01,4.352941176470589113e+01
4.111111111111110716e+01,4.000000000000000000e+01,4.555555555555555713e+01,4.666666666666665719e+01,4.888888888888889284e+01,4.444444444444444287e+01
4.000000000000000000e+01,4.210526315789473273e+01,4.631578947368421240e+01,4.631578947368421240e+01,5.052631578947368496e+01,4.631578947368421240e+01
3.900000000000000000e+01,4.200000000000000711e+01,4.600000000000000000e+01,4.600000000000000000e+01,5.000000000000000000e+01,4.900000000000000000e+01
3.809523809523809490e+01,4.190476190476189799e+01,4.666666666666665719e+01,4.476190476190475920e+01,5.047619047619048160e+01,4.952380952380952550e+01
3.818181818181818699e+01,4.363636363636364024e+01,4.727272727272728048e+01,4.454545454545454675e+01,5.000000000000000000e+01,4.909090909090909349e+01
3.739130434782607892e+01,4.434782608695652328e+01,4.782608695652174191e+01,4.521739130434782794e+01,5.043478260869564878e+01,4.956521739130435122e+01
3.750000000000000000e+01,4.333333333333333570e+01,4.916666666666667140e+01,4.499999999999999289e+01,5.000000000000000000e+01,4.916666666666667140e+01
3.839999999999999858e+01,4.320000000000000284e+01,4.960000000000000142e+01,4.399999999999999289e+01,4.960000000000000142e+01,4.960000000000000142e+01
3.923076923076923350e+01,4.538461538461538680e+01,5.153846153846154010e+01,4.384615384615384670e+01,4.923076923076923350e+01,4.923076923076923350e+01
4.000000000000000000e+01,4.444444444444444287e+01,5.185185185185185475e+01,4.296296296296296191e+01,4.962962962962963331e+01,4.814814814814815236e+01
4.071428571428572241e+01,4.428571428571428470e+01,5.142857142857143060e+01,4.357142857142856940e+01,4.857142857142857650e+01,4.928571428571429180e+01
4.137931034482760140e+01,4.482758620689656226e+01,5.172413793103447688e+01,4.482758620689656226e+01,4.758620689655172242e+01,4.965517241379310320e+01
4.200000000000000711e+01,4.399999999999999289e+01,5.266666666666665719e+01,4.533333333333333570e+01,4.800000000000000000e+01,5.000000000000000000e+01
4.258064516129032029e+01,4.322580645161289681e+01,5.290322580645161565e+01,4.709677419354838435e+01,4.774193548387096797e+01,4.967741935483871174e+01
4.312500000000000000e+01,4.375000000000000000e+01,5.250000000000000000e+01,4.812499999999999289e+01,4.750000000000000000e+01,5.000000000000000000e+01
4.303030303030303116e+01,4.363636363636364024e+01,5.212121212121212466e+01,4.727272727272728048e+01,4.787878787878788245e+01,4.909090909090909349e+01
4.411764705882352899e+01,4.470588235294116686e+01,5.176470588235294201e+01,4.705882352941176094e+01,4.823529411764705088e+01,4.882352941176471006e+01
4.399999999999999289e+01,4.514285714285713880e+01,5.142857142857143060e+01,4.628571428571428470e+01,4.857142857142857650e+01,4.914285714285714590e+01
4.499999999999999289e+01,4.611111111111112137e+01,5.111111111111112137e+01,4.611111111111112137e+01,4.888888888888889284e+01,4.944444444444444287e+01
4.540540540540541059e+01,4.702702702702703164e+01,5.243243243243242802e+01,4.594594594594593673e+01,4.918918918918919303e+01,4.918918918918919303e+01
4.526315789473684248e+01,4.842105263157895223e+01,5.263157894736842479e+01,4.578947368421052744e+01,4.894736842105263008e+01,4.842105263157895223e+01
4.615384615384615330e+01,4.923076923076923350e+01,5.282051282051282470e+01,4.564102564102564230e+01,4.923076923076923350e+01,4.871794871794872250e+01
4.549999999999999289e+01,4.950000000000000000e+01,5.300000000000000000e+01,4.650000000000000000e+01,5.000000000000000000e+01,4.850000000000000000e+01
4.487804878048780211e+01,4.926829268292682684e+01,5.365853658536585158e+01,4.682926829268292579e+01,5.024390243902438868e+01,4.926829268292682684e+01
4.523809523809523370e+01,4.952380952380952550e+01,5.333333333333333570e+01,4.714285714285713880e+01,5.095238095238096321e+01,4.952380952380952550e+01
4.511627906976743674e+01,4.976744186046511231e+01,5.395348837209301962e+01,4.744186046511627808e+01,5.069767441860464885e+01,5.023255813953488058e+01
4.545454545454546036e+01,5.045454545454545325e+01,5.409090909090908639e+01,4.727272727272728048e+01,5.136363636363635976e+01,5.000000000000000000e+01
4.488888888888888573e+01,5.022222222222222143e+01,5.377777777777777857e+01,4.711111111111112137e+01,5.200000000000000000e+01,5.022222222222222143e+01
4.521739130434782794e+01,5.086956521739130466e+01,5.304347826086956275e+01,4.652173913043478137e+01,5.260869565217392108e+01,5.043478260869564878e+01
4.553191489361702082e+01,5.106382978723404165e+01,5.319148936170212494e+01,4.680851063829788217e+01,5.319148936170212494e+01,5.106382978723404165e+01
4.541666666666667140e+01,5.125000000000000000e+01,5.291666666666665719e+01,4.625000000000000000e+01,5.333333333333333570e+01,5.208333333333332860e+01
4.530612244897959329e+01,5.183673469387755262e+01,5.346938775510204067e+01,4.693877551020408134e+01,5.346938775510204067e+01,5.265306122448979664e+01
4.560000000000000142e+01,5.240000000000000568e+01,5.360000000000000142e+01,4.679999999999999716e+01,5.400000000000000000e+01,5.200000000000000000e+01
4.588235294117647101e+01,5.254901960784314241e+01,5.372549019607843235e+01,4.666666666666665719e+01,5.411764705882352899e+01,5.215686274509803866e+01
