2.447509765625000000e-01,1.855468679999894011e-01,2.441400999995380905e-01,9.277316799977490536e-02,1.562107706241279946e-02
2.929687500000000000e-01,4.101561239998099961e-01,4.882801999990761255e-01,7.476793624989129528e-02,1.126090829993714043e-01
5.533854166666666297e-01,1.086425142499036989e+00,3.515617439993348192e-01,8.544898599980560450e-02,5.035385799988245648e-01
1.191406250000000000e+00,1.562498879998311496e+00,3.515617439993348192e-01,9.521456199976470469e-02,1.210631378999238894e+00
2.392578125000000000e+00,1.796873711998057788e+00,2.929681199994456087e-01,7.934554999987210311e-02,1.956785459998671595e+00
1.406250000000000000e+00,2.031248543997804745e+00,4.101553679992239188e-01,6.256096624994239574e-02,2.138670047998528112e+00
1.250000000000000000e+00,2.031248543997804745e+00,5.859362399988914394e-01,6.103504599990790258e-02,8.236684629992181428e-01
1.953125000000000000e+00,1.171874159998733678e+00,5.468738239989652250e-01,7.324201599985680211e-02,1.773374326998277795e+00
3.125000000000000000e+00,2.499998655997973884e+00,5.615222299989375276e-01,6.103504599990790258e-02,2.017209845998334306e+00
5.312500000000000000e+00,3.281248991998479969e+00,9.374979839982260366e-01,6.408683749993600298e-02,1.624143185998129679e+00
6.250000000000000000e+00,4.999997311995947769e+00,1.015622815998078243e+00,7.324201599985680211e-02,1.506651188998676449e+00
1.070312500000000000e+01,4.999997311995947769e+00,1.054685567998300044e+00,7.202131899986190244e-02,2.673337559998160362e+00
1.125000000000000000e+01,7.499995071992570317e+00,8.789045279984847303e-01,1.159664599997187046e-01,2.138670047998528112e+00
1.093750000000000000e+01,6.562495519993245985e+00,1.249997311997634863e+00,9.765595599975450403e-02,2.017209845998334306e+00
8.828125000000000000e+00,9.374995071992570317e+00,1.171872479997782879e+00,9.765608666653019521e-02,2.313229926664656766e+00
1.593750000000000000e+01,1.062499596799392165e+01,1.289059727997561078e+00,8.544911666658140670e-02,1.713865055998283093e+00
1.144531250000000000e+01,1.041666218665991117e+01,1.406246975997339277e+00,7.812480399983630364e-02,1.063841085998640690e+00
1.441406250000000000e+01,1.125000000000000000e+01,1.132810063997856886e+00,1.083371037497505990e-01,1.094969611999121017e+00
1.625000000000000000e+01,1.125000000000000000e+01,1.367184559997413285e+00,1.220699449996931057e-01,1.358641283998957450e+00
1.656250000000000000e+01,9.062500000000000000e+00,1.089059727997561122e+00,1.025387439997340056e-01,8.972154519989168353e-01
1.500000000000000000e+01,1.062500000000000000e+01,1.049997311997634908e+00,6.347643999989770192e-02,1.120374913748652501e+00
1.406250000000000000e+01,9.375000000000000000e+00,1.113279023998041684e+00,7.324201599985680211e-02,1.382444829998824343e+00
2.281250000000000000e+01,5.468750000000000000e+00,2.187495295995860900e+00,6.225579199994370205e-02,1.955564223998241591e+00
2.156250000000000000e+01,6.562500000000000000e+00,2.187495295995860900e+00,1.159664599997187046e-01,1.538085023999264056e+00
4.000000000000000000e+01,1.062500000000000000e+01,1.796871807997191706e+00,6.347643999989770192e-02,1.801756695999100488e+00
4.000000000000000000e+01,1.125000000000000000e+01,2.597652175996416180e+00,6.561270874992959634e-02,2.100828783998956784e+00
1.750000000000000000e+01,1.041666666666666607e+01,2.812495295995861344e+00,7.934554999987210311e-02,1.400145443999162076e+00
1.406250000000000000e+01,9.375000000000000000e+00,2.226559055996969683e+00,1.000973499997442062e-01,1.149900871998814411e+00
2.500000000000000000e+01,1.625000000000000000e+01,1.972654863998780428e+00,1.831047949994374091e-01,1.884763391998200754e+00
2.375000000000000000e+01,1.250000000000000000e+01,8.789058719996674096e-01,1.171869119995089942e-01,8.374008719988144112e-01
