1.830265522003172995e-01,1.602368354797363004e-01,2.544322013854979914e-01,1.624670028686522882e-01
2.349607944488525113e-01,1.926665306091308039e-01,2.972311973571776789e-01,2.096240520477294922e-01
2.678291797637938898e-01,2.263939380645751953e-01,3.411908149719237726e-01,2.551686763763427734e-01
3.006379604339599054e-01,2.694263458251953125e-01,3.869254589080809992e-01,3.022992610931395929e-01
3.229653835296630859e-01,3.138334751129149836e-01,4.304015636444091797e-01,3.527028560638427734e-01
3.959810733795166016e-01,4.259176254272460938e-01,5.017740726470947266e-01,4.189376831054686945e-01
4.365286827087401789e-01,4.899430274963378906e-01,5.368411540985107422e-01,4.682047367095947266e-01
4.809918403625487726e-01,5.556650161743164062e-01,5.842475891113281250e-01,5.237400531768798828e-01
5.201022624969482422e-01,6.148099899291992188e-01,6.812145709991455078e-01,5.925176143646240234e-01
5.511009693145751953e-01,6.752860546112060547e-01,7.304673194885253906e-01,6.620979309082031250e-01
5.852608680725097656e-01,7.351419925689697266e-01,7.850677967071533203e-01,7.385692596435546875e-01
6.262025833129882812e-01,7.797291278839111328e-01,8.306796550750732422e-01,8.024635314941406250e-01
6.550471782684326172e-01,8.238098621368408203e-01,8.796076774597167969e-01,8.616068363189697266e-01
6.846857070922851562e-01,8.828673362731933594e-01,9.316148757934570312e-01,9.188184738159179688e-01
7.060768604278564453e-01,9.475398063659667969e-01,9.881615638732910156e-01,9.756762981414796032e-01
7.449572086334228516e-01,1.000641345977783203e+00,1.036121368408203125e+00,1.033529996871948242e+00
7.733354568481445312e-01,1.062210559844970703e+00,1.085085630416869895e+00,1.077164173126220703e+00
8.127591609954833984e-01,1.121127605438232422e+00,1.131845951080322488e+00,1.120990991592407227e+00
8.514666557312011719e-01,1.174774885177612305e+00,1.178786277770996094e+00,1.165875673294067383e+00
8.920509815216064453e-01,1.226744174957275391e+00,1.230982780456542969e+00,1.211815118789672852e+00
9.317786693572998047e-01,1.277267694473266602e+00,1.278572320938110352e+00,1.257391691207885520e+00
9.725728034973144531e-01,1.327292919158935547e+00,1.325837373733520508e+00,1.303178548812866211e+00
1.013696908950805664e+00,1.379659652709960938e+00,1.371424436569214089e+00,1.347936391830444336e+00
1.054280996322631836e+00,1.437461376190185547e+00,1.415533065795898438e+00,1.392324447631835938e+00
1.094582557678222878e+00,1.495934963226318359e+00,1.456080198287964089e+00,1.438549041748046875e+00
1.143629789352416992e+00,1.553409099578857422e+00,1.500261545181274414e+00,1.483586788177490234e+00
1.183707475662231445e+00,1.606049537658691406e+00,1.546514272689819114e+00,1.529166936874389648e+00
1.226137638092041016e+00,1.665974140167236328e+00,1.589895486831665039e+00,1.572453260421752930e+00
1.270478963851928711e+00,1.727520227432250977e+00,1.634726762771606445e+00,1.647021532058715820e+00
1.316902875900268555e+00,1.784999608993530495e+00,1.680212497711181641e+00,1.713904142379760742e+00
1.358872652053833008e+00,1.840446949005126953e+00,1.724055051803588867e+00,1.768577098846435547e+00
1.403318643569946289e+00,1.894085168838500977e+00,1.770853757858276367e+00,1.827165126800537109e+00
1.429017305374145508e+00,1.947253704071044922e+00,1.817680597305297630e+00,1.875641822814941184e+00
1.455667495727539062e+00,2.002948999404907227e+00,1.862415552139282449e+00,1.934299230575561301e+00
1.499347448348999023e+00,2.042194128036499023e+00,1.904610395431518333e+00,1.988391399383544922e+00
1.533191919326782227e+00,2.089855670928955078e+00,1.952877998352050781e+00,2.041431665420531782e+00
1.577510356903076172e+00,2.140079498291016069e+00,2.009220600128173828e+00,2.095110654830932617e+00
1.621077299118041992e+00,2.191725492477416992e+00,2.052289485931396484e+00,2.144695758819580078e+00
1.657241344451904297e+00,2.244004964828491211e+00,2.095045328140258789e+00,2.198549509048461914e+00
1.692591428756714089e+00,2.294765472412109375e+00,2.138446807861328125e+00,2.239114284515380859e+00
1.738501787185668945e+00,2.345292329788208008e+00,2.185831308364868164e+00,2.292218685150146484e+00
1.782541275024414062e+00,2.394037723541260210e+00,2.233648061752319780e+00,2.340301513671875000e+00
1.815258264541625977e+00,2.447483539581298828e+00,2.279722690582275391e+00,2.385236263275146484e+00
1.858300924301147683e+00,2.503510713577270508e+00,2.325353384017944336e+00,2.434931039810180664e+00
1.892098665237426758e+00,2.566886425018310547e+00,2.369922161102294922e+00,2.482496261596680132e+00
1.936301469802856445e+00,2.623292922973632812e+00,2.417900800704956055e+00,2.533752918243408203e+00
1.981912374496459961e+00,2.679437637329101562e+00,2.459587097167968750e+00,2.585484981536864790e+00
2.017703771591186523e+00,2.739598512649536133e+00,2.502767086029052734e+00,2.623742103576660156e+00
2.061296701431274414e+00,2.781060934066772461e+00,2.549127578735352007e+00,2.671051740646362305e+00
2.098272323608398438e+00,2.826239109039306197e+00,2.593018531799316406e+00,2.714942455291748047e+00
2.125148534774780273e+00,2.877964258193969727e+00,2.635266780853271484e+00,2.765852212905883789e+00
