2.246093750000000000e-01,2.066421445624883058e-01,2.198021455619063869e-01
9.179687500000000000e-01,1.104736321999988835e+00,4.394509199981587733e-01
9.570312500000000000e-01,3.780364978749978899e+00,9.374952959960719534e-01
1.342773437500000000e+00,5.349121007999841915e+00,1.142573959996522337e+00
1.718750000000000000e+00,6.049804515999683829e+00,2.604158826660120329e+00
1.796875000000000000e+00,5.527343063998737094e+00,2.353506951992758278e+00
1.328125000000000000e+00,7.460937303999638281e+00,2.773432991996235941e+00
9.765625000000000000e-01,4.550781151999819585e+00,4.687500000000000000e+00
1.289062500000000000e+00,6.093750000000000000e+00,5.737499999999999822e+00
1.562500000000000000e+00,5.781248823997833242e+00,7.187500000000000000e+00
7.714843750000000000e-01,6.367186127997472411e+00,4.882809559997545179e+00
8.203125000000000000e-01,6.025388223995577164e+00,1.000000000000000000e+01
2.382812500000000000e+00,4.492185343996028202e+00,6.562500000000000000e+00
2.734375000000000000e+00,6.757809167993862332e+00,8.203125000000000000e+00
2.343750000000000000e+00,1.073241859199395520e+01,5.937500000000000000e+00
3.515625000000000000e+00,1.234374843199711158e+01,4.632812500000000000e+00
3.242187500000000000e+00,9.912106287994314258e+00,6.250000000000000000e+00
3.359375000000000000e+00,1.702148403199937121e+01,6.875000000000000000e+00
4.882812500000000000e+00,2.187500000000000000e+01,7.812500000000000000e+00
3.593750000000000000e+00,2.187500000000000000e+01,8.125000000000000000e+00
4.531250000000000000e+00,2.187500000000000000e+01,9.375000000000000000e+00
3.906250000000000000e+00,1.873046806399873176e+01,4.062500000000000000e+00
5.078125000000000000e+00,1.804687500000000000e+01,5.000000000000000000e+00
4.218750000000000000e+00,1.396484306399873532e+01,2.456249999999999822e+00
2.187500000000000000e+00,1.920898403199937121e+01,2.500000000000000000e+00
4.218750000000000000e+00,2.187500000000000000e+01,4.375000000000000000e+00
5.781250000000000000e+00,9.541015183999187244e+00,5.156250000000000000e+00
6.093750000000000000e+00,1.468750000000000000e+01,8.750000000000000000e+00
3.828125000000000000e+00,1.060058507999841915e+01,4.374994511995417668e+00
8.203125000000000000e+00,1.473144411199778858e+01,7.812500000000000000e+00
1.062500000000000000e+01,1.750000000000000000e+01,5.078125000000000000e+00
1.250000000000000000e+01,7.812500000000000000e+00,5.937500000000000000e+00
1.218750000000000000e+01,5.383300523999525744e+00,6.250000000000000000e+00
1.437500000000000000e+01,9.299316099999435536e+00,7.299999999999999822e+00
6.875000000000000000e+00,1.030761701599968383e+01,1.250000000000000000e+01
1.132812500000000000e+01,1.113281250000000000e+01,6.718750000000000000e+00
1.093750000000000000e+01,1.328125000000000000e+01,5.424999999999999822e+00
6.992187500000000000e+00,1.077880850799984458e+01,4.843744511995417668e+00
7.378124999999999822e+00,1.667968750000000000e+01,7.031250000000000000e+00
6.284374999999999822e+00,2.750000000000000000e+01,3.749995295996071842e+00
1.093750000000000000e+01,2.085937225599494838e+01,7.031250000000000000e+00
1.695312500000000000e+01,2.640624647199350150e+01,8.437500000000000000e+00
2.718750000000000000e+01,2.827148403199937121e+01,8.046872255997708834e+00
3.500000000000000000e+01,2.466796806399873887e+01,5.429686127998854417e+00
2.605000000000000071e+01,1.763671806399873532e+01,3.496090711997463796e+00
3.500000000000000000e+01,2.201171806399873176e+01,8.550000000000000711e+00
1.917500000000000071e+01,1.594726518399918724e+01,5.000000000000000000e+00
1.812500000000000000e+01,2.795898403199937121e+01,9.375000000000000000e+00
3.937500000000000000e+01,2.388671806399873176e+01,6.049999999999999822e+00
2.750000000000000000e+01,1.923828115199982136e+01,8.125000000000000000e+00
1.886250000000000071e+01,3.187500000000000000e+01,6.718750000000000000e+00
