ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
-0.04497041361538523	13.0	4.6	12.8	8.8	1.1834319546153826	0	0	15	5	14	10	10	4	11	7	0	0	0.10354042053222656	5	0.10354042053222656	5	0.0	
2.72189349561538	15.0	5.0	12.6	8.6	3.5502958638461477	1	0	15	5	14	10	15	5	12	8	0	0	0.012555122375488281	10	0.11609554290771484	7	30.0	
5.443786986153842	15.0	5.0	12.8	8.8	11.24260355615384	2	0	18	5	14	10	12	5	12	8	0	0	0.01071619987487793	15	0.12681174278259277	10	33.33333333333334	
6.508875742769229	13.2	5.0	12.8	8.8	11.24260355615384	3	0	18	5	13	9	11	5	12	8	0	0	0.0073146820068359375	20	0.1341264247894287	14	30.0	
10.769230774307687	12.0	5.0	12.2	8.2	11.24260355615384	4	0	12	5	13	9	12	5	12	8	0	0	0.010822296142578125	25	0.14494872093200684	14	43.99999999999999	
11.005917165230764	12.0	5.0	12.0	8.0	11.24260355615384	5	0	12	5	12	8	12	5	12	8	0	0	0.008309364318847656	30	0.1532580852508545	15	50.0	
4.039940832307688	12.0	4.75	12.0	8.0	11.24260355615384	6	1	16	5.0	13.0	9.0	8	4.0	11.0	7.0	0	0	0.0074520111083984375	35	0.16071009635925293	17	51.42857142857143	
7.590236689807689	12.8	4.75	12.0	8.0	11.24260355615384	7	2	23	5.0	13.0	9.0	5	4.0	11.0	7.0	0	0	0.006670713424682617	40	0.16738080978393555	17	57.5	
7.810650892846148	18.6	5.0	12.2	8.2	11.24260355615384	8	2	26	5	13	9	12	5	12	8	0	0	0.012839794158935547	45	0.1802206039428711	18	60.0	
9.149112428769229	16.4	4.8	12.2	8.2	15.384615384615385	9	2	24	5	13	9	11	4	11	7	0	0	0.012908697128295898	50	0.193129301071167	19	62.0	
3.5869822496923063	11.4	4.8	12.6	8.6	15.384615384615385	10	2	14	5	14	10	9	4	11	7	0	0	0.010548830032348633	55	0.20367813110351562	22	60.0	
4.3786982269999974	10.4	5.0	12.8	8.8	15.384615384615385	11	2	12	5	13	9	9	5	12	8	0	0	0.012494325637817383	60	0.216172456741333	24	60.0	
5.029585800769229	11.0	5.0	13.25	9.25	15.384615384615385	12	3	14	5.0	14.0	10.0	8	5.0	13.0	9.0	0	0	0.009709358215332031	65	0.22588181495666504	25	61.53846153846153	
4.733727812115383	12.4	5.0	13.25	9.25	15.384615384615385	13	4	16	5.0	14.0	10.0	7	5.0	12.0	8.0	0	0	0.007771968841552734	70	0.23365378379821777	27	61.42857142857142	
15.384615384615385	12.0	5.0	13.0	9.0	15.384615384615385	14	6	21	5.0	13.0	9.0	6	5.0	13.0	9.0	0	0	0.006763458251953125	75	0.2404172420501709	27	64.0	
11.242603551076922	19.0	5.0	12.8	8.8	15.384615384615385	15	6	23	5	13	9	11	5	12	8	0	0	0.018143653869628906	80	0.2585608959197998	28	65.0	
9.467455621692306	17.8	5.0	13.2	9.2	15.384615384615385	16	6	23	5	14	10	11	5	13	9	0	0	0.017952680587768555	85	0.27651357650756836	28	67.05882352941177	
13.461538461538462	11.0	5.0	13.0	9.0	15.384615384615385	17	7	14	5.0	13.0	9.0	8	5.0	13.0	9.0	0	0	0.048273563385009766	90	0.3247871398925781	29	67.77777777777777	
8.579881658269228	11.0	5.0	13.25	9.25	15.384615384615385	18	8	15	5.0	14.0	10.0	7	5.0	13.0	9.0	0	0	0.01076507568359375	95	0.3355522155761719	29	69.47368421052632	
5.029585800769229	11.0	5.0	13.25	9.25	15.384615384615385	19	9	14	5.0	14.0	10.0	8	5.0	13.0	9.0	0	0	0.008597135543823242	100	0.3441493511199951	29	71.0	
9.763313612884613	11.8	5.0	12.75	8.75	15.384615384615385	20	10	18	5.0	13.0	9.0	5	5.0	12.0	8.0	0	0	0.00660395622253418	105	0.3507533073425293	30	71.42857142857143	
11.952662723846151	11.0	5.0	12.8	8.8	15.384615384615385	21	10	11	5	13	9	11	5	12	8	0	0	0.009047746658325195	110	0.3598010540008545	30	72.72727272727273	
13.461538461538462	11.0	5.0	13.25	9.25	15.384615384615385	22	11	19	5.0	14.0	10.0	3	5.0	13.0	9.0	0	0	0.0062656402587890625	115	0.36606669425964355	30	73.91304347826087	
12.13017751576923	13.0	5.0	13.0	9.0	15.384615384615385	23	12	20	5.0	13.0	9.0	8	5.0	13.0	9.0	0	0	0.007662773132324219	120	0.3737294673919678	30	75.0	
9.704142012615383	11.8	5.0	13.2	9.2	15.384615384615385	24	12	15	5	14	10	9	5	13	9	0	0	0.009643793106079102	125	0.3833732604980469	30	76.0	
8.727810652596151	11.8	5.0	12.75	8.75	15.384615384615385	25	13	16	5.0	13.0	9.0	8	5.0	12.0	8.0	0	0	0.007892131805419922	130	0.3912653923034668	31	76.15384615384616	
13.727810653230767	14.2	5.0	12.6	8.6	17.751479293846153	26	13	19	5	13	9	11	5	12	8	0	0	0.008072614669799805	135	0.3993380069732666	32	76.29629629629629	
10.05917160153846	15.0	5.0	12.4	8.4	17.751479293846153	27	13	17	5	13	9	13	5	12	8	0	0	0.011554479598999023	140	0.4108924865722656	32	77.14285714285714	
9.822485210615381	15.0	5.0	12.4	8.4	17.751479293846153	28	13	19	5	14	10	13	5	12	8	0	0	0.009914398193359375	145	0.420806884765625	32	77.93103448275862	
