0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01
2.666666666666667140e+01,2.666666666666667140e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01
4.000000000000000000e+01,3.000000000000000000e+01,4.000000000000000000e+01,3.000000000000000000e+01,2.000000000000000000e+01
4.000000000000000000e+01,3.200000000000000000e+01,4.399999999999999289e+01,3.200000000000000000e+01,2.400000000000000000e+01
4.000000000000000000e+01,3.666666666666667140e+01,4.000000000000000000e+01,3.666666666666667140e+01,3.000000000000000000e+01
3.714285714285714590e+01,3.428571428571429180e+01,3.714285714285714590e+01,4.571428571428572241e+01,3.142857142857143060e+01
3.750000000000000000e+01,3.250000000000000000e+01,3.500000000000000000e+01,4.499999999999999289e+01,3.500000000000000000e+01
4.000000000000000000e+01,3.111111111111111427e+01,3.333333333333334281e+01,4.222222222222222854e+01,3.777777777777777857e+01
4.000000000000000000e+01,3.200000000000000000e+01,3.200000000000000000e+01,4.000000000000000000e+01,3.800000000000000000e+01
4.000000000000000000e+01,3.090909090909090651e+01,3.454545454545454675e+01,4.363636363636364024e+01,3.636363636363636687e+01
4.333333333333333570e+01,3.166666666666667140e+01,3.500000000000000000e+01,4.333333333333333570e+01,3.833333333333332860e+01
4.461538461538461320e+01,3.076923076923077360e+01,3.692307692307692690e+01,4.769230769230768630e+01,3.846153846153845990e+01
4.428571428571428470e+01,3.142857142857143060e+01,3.714285714285714590e+01,4.571428571428572241e+01,3.857142857142856940e+01
4.533333333333333570e+01,3.066666666666665719e+01,3.733333333333332860e+01,4.533333333333333570e+01,4.000000000000000000e+01
4.375000000000000000e+01,3.125000000000000000e+01,3.625000000000000711e+01,4.499999999999999289e+01,4.125000000000000000e+01
4.352941176470589113e+01,3.176470588235294557e+01,3.764705882352941302e+01,4.470588235294116686e+01,4.117647058823528994e+01
4.333333333333333570e+01,3.222222222222221433e+01,3.777777777777777857e+01,4.555555555555555713e+01,4.111111111111110716e+01
4.421052631578947967e+01,3.368421052631579471e+01,3.684210526315789735e+01,4.421052631578947967e+01,4.315789473684210975e+01
4.600000000000000000e+01,3.500000000000000000e+01,3.800000000000000000e+01,4.499999999999999289e+01,4.200000000000000711e+01
4.571428571428572241e+01,3.523809523809524080e+01,3.904761904761903679e+01,4.380952380952381020e+01,4.476190476190475920e+01
4.727272727272728048e+01,3.636363636363636687e+01,4.000000000000000000e+01,4.272727272727272663e+01,4.454545454545454675e+01
4.782608695652174191e+01,3.913043478260868824e+01,4.173913043478260931e+01,4.260869565217392108e+01,4.347826086956521863e+01
4.750000000000000000e+01,4.083333333333333570e+01,4.250000000000000711e+01,4.166666666666665719e+01,4.250000000000000711e+01
4.720000000000000284e+01,4.160000000000000142e+01,4.240000000000000568e+01,4.160000000000000142e+01,4.160000000000000142e+01
4.769230769230768630e+01,4.230769230769232081e+01,4.230769230769232081e+01,4.076923076923076650e+01,4.153846153846153300e+01
4.740740740740741188e+01,4.296296296296296191e+01,4.370370370370370239e+01,4.000000000000000000e+01,4.222222222222222854e+01
4.642857142857143060e+01,4.357142857142856940e+01,4.357142857142856940e+01,3.928571428571429180e+01,4.357142857142856940e+01
4.689655172413793593e+01,4.551724137931034875e+01,4.482758620689656226e+01,4.000000000000000000e+01,4.413793103448276156e+01
4.600000000000000000e+01,4.600000000000000000e+01,4.533333333333333570e+01,3.933333333333332860e+01,4.466666666666665719e+01
4.645161290322580072e+01,4.774193548387096797e+01,4.516129032258064768e+01,3.870967741935483986e+01,4.451612903225806406e+01
4.687500000000000000e+01,4.937500000000000000e+01,4.562500000000000711e+01,3.812500000000000000e+01,4.437500000000000000e+01
4.666666666666665719e+01,5.030303030303031164e+01,4.666666666666665719e+01,3.878787878787880317e+01,4.363636363636364024e+01
4.588235294117647101e+01,5.058823529411764497e+01,4.823529411764705088e+01,3.882352941176470296e+01,4.470588235294116686e+01
4.514285714285713880e+01,5.028571428571428470e+01,4.857142857142857650e+01,3.885714285714284699e+01,4.514285714285713880e+01
4.555555555555555713e+01,5.055555555555555713e+01,4.888888888888889284e+01,3.833333333333332860e+01,4.555555555555555713e+01
4.702702702702703164e+01,5.081081081081080697e+01,4.810810810810810523e+01,3.945945945945945255e+01,4.648648648648649129e+01
4.842105263157895223e+01,5.210526315789473983e+01,4.842105263157895223e+01,4.000000000000000000e+01,4.684210526315789735e+01
4.871794871794872250e+01,5.282051282051282470e+01,4.923076923076923350e+01,4.051282051282051100e+01,4.717948717948717530e+01
4.900000000000000000e+01,5.350000000000000000e+01,4.950000000000000000e+01,4.100000000000000000e+01,4.750000000000000000e+01
4.975609756097561132e+01,5.414634146341462895e+01,4.926829268292682684e+01,4.195121951219511658e+01,4.829268292682927211e+01
4.952380952380952550e+01,5.428571428571428470e+01,4.904761904761905100e+01,4.142857142857142350e+01,4.809523809523808779e+01
4.883720930232557578e+01,5.441860465116278789e+01,4.930232558139534405e+01,4.139534883720929770e+01,4.744186046511627808e+01
4.954545454545454675e+01,5.545454545454545325e+01,4.909090909090909349e+01,4.181818181818182012e+01,4.772727272727272663e+01
4.977777777777777857e+01,5.644444444444444997e+01,4.844444444444444287e+01,4.311111111111112137e+01,4.755555555555555003e+01
5.043478260869564878e+01,5.652173913043478137e+01,4.869565217391303946e+01,4.260869565217392108e+01,4.782608695652174191e+01
5.106382978723404165e+01,5.744680851063829863e+01,4.851063829787234738e+01,4.297872340425531235e+01,4.765957446808511122e+01
5.125000000000000000e+01,5.833333333333332860e+01,4.833333333333332860e+01,4.250000000000000711e+01,4.791666666666665719e+01
5.061224489795918657e+01,5.836734693877551194e+01,4.897959183673469141e+01,4.244897959183673208e+01,4.734693877551020336e+01
5.079999999999999716e+01,5.879999999999999716e+01,4.920000000000000284e+01,4.200000000000000711e+01,4.679999999999999716e+01
5.098039215686274872e+01,5.960784313725490335e+01,4.901960784313725839e+01,4.274509803921569073e+01,4.666666666666665719e+01
