ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
0.2734375	42.4	5.0	44.4	28.4	0.78125	0	0	51	5	50	34	37	5	41	25	0	0	1.7599780559539795	5	1.7599780559539795	5	0.0	
0.8200073239999994	38.6	5.0	42.4	26.4	3.125	1	0	41	5	45	29	37	5	40	24	0	0	1.2153959274291992	10	2.9753739833831787	9	10.0	
1.167297359999992	37.2	5.0	41.0	25.0	3.125	2	1	56	5.0	42.0	26.0	18	5.0	40.0	24.0	0	0	1.1272470951080322	15	4.102621078491211	12	20.0	
1.8168131466666562	33.8	5.0	41.0	25.0	3.125	3	3	51	5.0	42.0	26.0	15	5.0	40.0	24.0	0	0	0.7392380237579346	20	4.8418591022491455	14	30.0	
2.800292959999979	39.8	5.0	40.0	24.0	6.201171839999915	4	3	55	5	41	25	26	5	39	23	0	0	1.5368225574493408	25	6.378681659698486	17	32.0	
2.802734367999983	45.6	5.0	39.6	23.6	6.25	5	3	58	5	41	25	34	5	39	23	0	0	2.0056111812591553	30	8.384292840957642	21	30.0	
4.350585919999958	49.0	5.0	39.6	23.6	6.25	6	3	68	5	41	25	31	5	39	23	0	0	1.8316857814788818	35	10.215978622436523	23	34.28571428571429	
3.427734367999983	55.2	5.0	40.2	24.2	6.25	7	3	65	5	41	25	50	5	39	23	0	0	1.478717565536499	40	11.694696187973022	27	32.5	
3.4326171839999917	54.0	5.0	40.0	24.0	6.25	8	3	66	5	41	25	37	5	39	23	0	0	1.5353257656097412	45	13.230021953582764	31	31.111111111111114	
4.980468735999966	58.2	5.0	39.2	23.2	6.25	9	3	67	5	40	24	49	5	39	23	0	0	2.4321556091308594	50	15.662177562713623	33	34.0	
5.595703103999949	58.2	5.0	39.0	23.0	12.40234367999983	10	3	59	5	40	24	57	5	38	22	0	0	2.461289167404175	55	18.123466730117798	37	32.727272727272734	
5.273437471999932	58.0	5.0	39.2	23.2	12.40234367999983	11	3	67	5	40	24	49	5	38	22	0	0	2.43876576423645	60	20.562232494354248	41	31.66666666666667	
6.518554655999924	51.0	5.0	39.4	23.4	12.40234367999983	12	3	61	5	41	25	37	5	38	22	0	0	2.527949094772339	65	23.090181589126587	44	32.30769230769231	
6.201171839999915	53.4	5.0	38.8	22.8	12.40234367999983	13	3	59	5	40	24	45	5	38	22	0	0	2.4438366889953613	70	25.53401827812195	47	32.85714285714286	
8.681640575999882	53.4	5.0	38.6	22.6	12.40234367999983	14	3	60	5	39	23	44	5	38	22	0	0	1.7335433959960938	75	27.267561674118042	51	32.0	
4.960937471999932	59.2	5.0	39.0	23.0	12.40234367999983	15	3	65	5	40	24	53	5	38	22	0	0	1.4271023273468018	80	28.694664001464844	54	32.5	
6.35986324799992	56.8	5.0	39.4	23.4	12.40234367999983	16	3	59	5	41	25	53	5	38	22	0	0	2.2306535243988037	85	30.925317525863647	56	34.117647058823536	
5.89111324799992	55.4	5.0	39.4	23.4	12.40234367999983	17	3	61	5	41	25	51	5	38	22	0	0	2.370386838912964	90	33.29570436477661	60	33.33333333333334	
4.343261695999945	56.2	5.0	40.2	24.2	12.40234367999983	18	3	73	5	43	27	43	5	38	22	0	0	2.3142354488372803	95	35.60993981361389	63	33.684210526315795	
6.362304655999924	64.2	5.0	39.2	23.2	12.40234367999983	19	3	84	5	41	25	32	5	38	22	0	0	2.5203094482421875	100	38.13024926185608	67	33.0	
7.753906207999899	53.6	5.0	38.8	22.8	12.40234367999983	20	3	66	5	40	24	28	5	38	22	0	0	2.1041171550750732	105	40.23436641693115	70	33.33333333333334	
7.441406207999899	60.4	5.0	38.8	22.8	12.40234367999983	21	3	76	5	40	24	49	5	38	22	0	0	2.0424182415008545	110	42.27678465843201	73	33.636363636363626	
5.883789023999907	66.2	5.0	39.2	23.2	12.40234367999983	22	3	84	5	41	25	51	5	38	22	0	0	1.5200920104980469	115	43.796876668930054	77	33.04347826086956	
8.994140575999882	55.8	5.0	38.6	22.6	12.40234367999983	23	3	71	5	41	25	39	5	38	22	0	0	1.8986713886260986	120	45.69554805755615	78	35.0	
8.681640575999882	63.8	5.0	38.2	22.2	12.40234367999983	24	3	74	5	39	23	56	5	38	22	0	0	2.714660406112671	125	48.41020846366882	80	36.0	
8.701171839999915	66.4	5.0	38.6	22.6	12.5	25	3	72	5	40	24	59	5	38	22	0	0	2.6577720642089844	130	51.06798052787781	84	35.38461538461539	
8.081054655999925	66.8	5.0	38.8	22.8	12.5	26	3	78	5	40	24	53	5	38	22	0	0	2.6282148361206055	135	53.69619536399841	88	34.81481481481481	
9.941406207999899	66.2	5.0	38.4	22.4	12.5	27	3	72	5	39	23	57	5	38	22	0	0	2.7343482971191406	140	56.430543661117554	89	36.42857142857143	
11.220703103999949	63.0	5.0	38.0	22.0	12.5	28	3	72	5	38	22	56	5	38	22	0	0	2.2995238304138184	145	58.73006749153137	92	36.55172413793103	
11.25	72.0	5.0	38.2	22.2	12.5	29	3	72	5	39	23	72	5	38	22	0	0	1.7301619052886963	150	60.46022939682007	93	38.0	
13.671874943999864	72.0	5.0	38.0	22.0	24.609374719999323	30	3	82	5	39	23	62	5	37	21	0	0	2.814964532852173	155	63.27519392967224	95	38.70967741935484	
