1.646294593811034879e-01,2.249977588653563898e-01
2.025170326232909879e-01,2.566471099853515070e-01
2.459092140197753906e-01,3.019483089447020929e-01
2.991847991943358820e-01,3.481159210205078125e-01
3.288612365722656250e-01,4.026803970336914062e-01
3.910233974456787109e-01,4.769830703735351007e-01
4.230163097381591797e-01,5.125155448913574219e-01
4.644937515258789062e-01,5.618655681610107422e-01
5.091161727905273438e-01,6.077692508697509766e-01
5.290005207061767578e-01,6.580610275268554688e-01
5.747196674346923828e-01,6.957368850708007812e-01
6.202893257141113281e-01,7.369332313537597656e-01
6.706500053405761719e-01,7.857024669647216797e-01
7.223260402679443359e-01,8.356273174285888672e-01
7.692031860351562500e-01,8.841187953948974609e-01
8.125531673431396484e-01,9.327440261840820312e-01
8.560051918029785156e-01,9.780445098876952015e-01
9.060072898864746094e-01,1.020865678787231445e+00
9.541552066802979626e-01,1.057394266128540039e+00
9.967958927154539905e-01,1.111954689025878906e+00
1.038283109664916992e+00,1.167564153671264648e+00
1.083439111709594727e+00,1.217856884002685547e+00
1.114217758178710938e+00,1.266296625137329102e+00
1.158098459243774414e+00,1.315708398818969505e+00
1.203295946121215820e+00,1.361770153045654297e+00
1.249061346054077148e+00,1.409259557723999023e+00
1.292310953140258789e+00,1.456892490386962891e+00
1.333642721176147683e+00,1.483223676681518555e+00
1.368153810501098633e+00,1.531819343566894309e+00
1.401569604873657227e+00,1.577052831649780495e+00
1.451625108718872070e+00,1.625484943389892578e+00
1.495058298110961914e+00,1.674003601074218750e+00
1.537216186523437500e+00,1.719978570938110352e+00
1.579152107238769531e+00,1.768459320068359375e+00
1.622814655303955078e+00,1.817067861557006836e+00
1.668483972549438477e+00,1.868793249130249023e+00
1.702779531478881836e+00,1.931951522827148438e+00
1.741118669509887695e+00,1.978657960891724077e+00
1.784987926483154297e+00,2.014784097671508789e+00
1.819094657897948775e+00,2.072229385375977007e+00
1.864500999450684038e+00,2.122713804244995117e+00
1.907823562622070312e+00,2.172077655792236328e+00
1.951495409011840820e+00,2.220106124877929688e+00
1.992619514465332031e+00,2.269879341125488281e+00
2.032932519912720171e+00,2.339733362197875977e+00
2.081825256347655806e+00,2.394776582717895508e+00
2.127048254013061079e+00,2.443323612213134766e+00
2.185863971710205078e+00,2.497059583663940430e+00
2.231245756149291992e+00,2.566701650619506836e+00
2.269232034683227539e+00,2.626965761184692383e+00
2.329265832901000977e+00,2.694779634475708008e+00
