0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+01
2.666666666666667140e+01,2.666666666666667140e+01
3.500000000000000000e+01,3.000000000000000000e+01
3.600000000000000000e+01,3.600000000000000000e+01
4.333333333333333570e+01,3.666666666666667140e+01
4.571428571428572241e+01,3.714285714285714590e+01
4.499999999999999289e+01,3.750000000000000000e+01
4.666666666666665719e+01,3.555555555555555713e+01
4.800000000000000000e+01,3.800000000000000000e+01
4.909090909090909349e+01,4.181818181818182012e+01
5.166666666666665719e+01,4.166666666666665719e+01
4.923076923076923350e+01,4.000000000000000000e+01
5.000000000000000000e+01,4.142857142857142350e+01
4.933333333333332860e+01,4.266666666666665719e+01
4.750000000000000000e+01,4.375000000000000000e+01
4.588235294117647101e+01,4.470588235294116686e+01
4.444444444444444287e+01,4.444444444444444287e+01
4.526315789473684248e+01,4.526315789473684248e+01
4.399999999999999289e+01,4.499999999999999289e+01
4.285714285714286120e+01,4.476190476190475920e+01
4.272727272727272663e+01,4.454545454545454675e+01
4.521739130434782794e+01,4.521739130434782794e+01
4.416666666666665719e+01,4.416666666666665719e+01
4.560000000000000142e+01,4.399999999999999289e+01
4.538461538461538680e+01,4.461538461538461320e+01
4.518518518518518334e+01,4.444444444444444287e+01
4.428571428571428470e+01,4.428571428571428470e+01
4.551724137931034875e+01,4.413793103448276156e+01
4.600000000000000000e+01,4.466666666666665719e+01
4.580645161290321710e+01,4.516129032258064768e+01
4.562500000000000711e+01,4.499999999999999289e+01
4.606060606060605522e+01,4.545454545454546036e+01
4.588235294117647101e+01,4.470588235294116686e+01
4.571428571428572241e+01,4.514285714285713880e+01
4.555555555555555713e+01,4.499999999999999289e+01
4.648648648648649129e+01,4.648648648648649129e+01
4.631578947368421240e+01,4.631578947368421240e+01
4.564102564102564230e+01,4.666666666666665719e+01
4.650000000000000000e+01,4.650000000000000000e+01
4.585365853658535684e+01,4.585365853658535684e+01
4.619047619047618980e+01,4.571428571428572241e+01
4.651162790697674865e+01,4.558139534883720501e+01
4.590909090909091361e+01,4.590909090909091361e+01
4.622222222222222143e+01,4.622222222222222143e+01
4.652173913043478137e+01,4.652173913043478137e+01
4.723404255319149314e+01,4.680851063829788217e+01
4.791666666666665719e+01,4.708333333333333570e+01
4.857142857142857650e+01,4.775510204081632537e+01
4.839999999999999858e+01,4.839999999999999858e+01
4.862745098039216174e+01,4.862745098039216174e+01
