7.812500000000000000e-01,7.812500000000000000e-01,2.514647999998942396e+00,7.812500000000000000e-01,2.563475599999144872e-01,5.737298999995033011e-01,4.882759999959149916e-02
7.812500000000000000e-01,3.125000000000000000e+00,2.514647999998942396e+00,7.812500000000000000e-01,4.101560959998632683e+00,5.737298999995033011e-01,4.882759999959149916e-02
1.562500000000000000e+00,3.125000000000000000e+00,1.005859199999576958e+01,7.812500000000000000e-01,4.101560959998632683e+00,5.737298999995033011e-01,1.464827999987745044e-01
1.562500000000000000e+00,3.125000000000000000e+00,1.005859199999576958e+01,7.812500000000000000e-01,4.101560959998632683e+00,5.737298999995033011e-01,1.464827999987745044e-01
1.562500000000000000e+00,6.201171839999915392e+00,1.250000000000000000e+01,7.812500000000000000e-01,4.101560959998632683e+00,1.147459799999006602e+00,5.859311999950980177e-01
1.562500000000000000e+00,6.250000000000000000e+00,1.250000000000000000e+01,1.806639679998820691e+00,4.101560959998632683e+00,1.147459799999006602e+00,5.859311999950980177e-01
1.562500000000000000e+00,6.250000000000000000e+00,1.250000000000000000e+01,1.806639679998820691e+00,4.101560959998632683e+00,1.147459799999006602e+00,1.171862399990196035e+00
1.562500000000000000e+00,6.250000000000000000e+00,2.500000000000000000e+01,2.246093119999213794e+00,4.101560959998632683e+00,1.147459799999006602e+00,2.148431199995098240e+00
1.562500000000000000e+00,6.250000000000000000e+00,2.500000000000000000e+01,2.246093119999213794e+00,8.203121919997265366e+00,1.147459799999006602e+00,2.148431199995098240e+00
1.562500000000000000e+00,6.250000000000000000e+00,2.500000000000000000e+01,8.105465599996069415e+00,8.203121919997265366e+00,1.147459799999006602e+00,2.148431199995098240e+00
1.562500000000000000e+00,1.240234367999983078e+01,2.500000000000000000e+01,8.105465599996069415e+00,8.203121919997265366e+00,2.294919599998013204e+00,2.148431199995098240e+00
1.562500000000000000e+00,1.240234367999983078e+01,2.500000000000000000e+01,8.105465599996069415e+00,1.640624383999453073e+01,2.294919599998013204e+00,4.296862399990196479e+00
1.562500000000000000e+00,1.240234367999983078e+01,2.500000000000000000e+01,8.105465599996069415e+00,1.640624383999453073e+01,4.589839199996026409e+00,7.421862399990195591e+00
1.562500000000000000e+00,1.240234367999983078e+01,2.500000000000000000e+01,8.105465599996069415e+00,1.640624383999453073e+01,4.589839199996026409e+00,7.421862399990195591e+00
3.125000000000000000e+00,1.240234367999983078e+01,2.500000000000000000e+01,8.105465599996069415e+00,1.640624383999453073e+01,9.179678399992052817e+00,7.421862399990195591e+00
3.125000000000000000e+00,1.240234367999983078e+01,2.500000000000000000e+01,8.984372479996855176e+00,1.640624383999453073e+01,9.179678399992052817e+00,7.421862399990195591e+00
3.125000000000000000e+00,1.240234367999983078e+01,2.500000000000000000e+01,8.984372479996855176e+00,1.640624383999453073e+01,9.179678399992052817e+00,7.421862399990195591e+00
6.250000000000000000e+00,1.240234367999983078e+01,2.500000000000000000e+01,8.984372479996855176e+00,1.640624383999453073e+01,9.179678399992052817e+00,7.421862399990195591e+00
6.250000000000000000e+00,1.240234367999983078e+01,2.500000000000000000e+01,8.984372479996855176e+00,1.640624383999453073e+01,9.179678399992052817e+00,7.421862399990195591e+00
6.250000000000000000e+00,1.240234367999983078e+01,2.500000000000000000e+01,8.984372479996855176e+00,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,1.240234367999983078e+01,2.500000000000000000e+01,1.621093119999213883e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,1.240234367999983078e+01,2.500000000000000000e+01,1.621093119999213883e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,1.240234367999983078e+01,2.500000000000000000e+01,1.621093119999213883e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,1.240234367999983078e+01,2.500000000000000000e+01,1.621093119999213883e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,1.240234367999983078e+01,2.500000000000000000e+01,1.621093119999213883e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,1.250000000000000000e+01,2.500000000000000000e+01,1.621093119999213883e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,1.250000000000000000e+01,2.500000000000000000e+01,1.621093119999213883e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,1.250000000000000000e+01,2.500000000000000000e+01,1.621093119999213883e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,1.250000000000000000e+01,2.500000000000000000e+01,1.621093119999213883e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,1.250000000000000000e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.460937471999932313e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.460937471999932313e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.460937471999932313e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.460937471999932313e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.480468735999966157e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.480468735999966157e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.480468735999966157e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.480468735999966157e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.480468735999966157e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.480468735999966157e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.480468735999966157e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.480468735999966157e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.480468735999966157e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.480468735999966157e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.480468735999966157e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.480468735999966157e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.480468735999966157e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.480468735999966157e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.480468735999966157e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.480468735999966157e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
6.250000000000000000e+00,2.500000000000000000e+01,2.500000000000000000e+01,1.796874495999371035e+01,1.640624383999453073e+01,1.835935679998410563e+01,7.421862399990195591e+00
