1.010537147521971962e-01,1.238601207733154019e-01,2.902987003326416016e-01,1.035404205322264931e-01
9.659528732299799483e-03,1.008963584899899915e-02,1.604247093200680124e-02,1.255512237548819972e-02
9.481430053710899336e-03,1.091504096984859985e-02,1.730275154113760164e-02,1.071619987487790020e-02
8.389234542846599890e-03,1.057410240173329956e-02,1.310014724731439935e-02,7.314682006835900203e-03
8.262157440185500037e-03,9.532213211059499189e-03,1.751184463500969971e-02,1.082229614257810071e-02
9.413242340087800419e-03,1.170301437377919973e-02,1.835370063781729955e-02,8.309364318847600739e-03
6.980657577514599865e-03,1.043987274169919967e-02,1.206302642822260074e-02,7.452011108398400203e-03
9.781360626220699656e-03,1.263713836669919967e-02,1.712989807128900005e-02,6.670713424682599840e-03
6.044626235961900185e-03,8.054018020629799546e-03,1.669979095458979865e-02,1.283979415893550004e-02
7.712841033935500037e-03,1.160502433776849918e-02,1.873302459716789936e-02,1.290869712829579956e-02
9.633779525756799508e-03,7.216930389404199730e-03,2.559423446655269968e-02,1.054883003234859985e-02
1.138687133789060071e-02,1.117134094238280036e-02,2.488183975219719971e-02,1.249432563781729955e-02
6.534576416015599847e-03,1.415944099426259990e-02,2.625083923339839934e-02,9.709358215332000025e-03
1.164484024047850001e-02,1.071190834045409983e-02,1.916480064392089844e-02,7.771968841552699681e-03
8.545398712158199656e-03,7.685899734497000056e-03,1.418423652648920057e-02,6.763458251953099847e-03
8.291244506835899336e-03,1.113438606262199919e-02,1.674485206604000090e-02,1.814365386962889931e-02
1.083993911743160073e-02,8.354902267455999176e-03,1.679134368896479865e-02,1.795268058776849918e-02
3.394961357116690198e-02,1.002240180969229955e-02,1.558804512023920057e-02,4.827356338500970317e-02
8.016824722289999164e-03,3.930997848510740106e-02,5.980348587036130037e-02,1.076507568359369969e-02
9.825706481933500075e-03,1.063394546508780042e-02,1.406931877136229948e-02,8.597135543823200554e-03
6.125688552856400210e-03,9.913206100463799533e-03,1.212239265441890021e-02,6.603956222534099890e-03
9.008884429931600726e-03,1.040053367614740022e-02,1.023554801940909989e-02,9.047746658325099903e-03
6.534099578857400191e-03,1.126790046691890021e-02,1.058673858642569972e-02,6.265640258789000050e-03
8.440256118774400185e-03,1.091003417968750000e-02,1.252150535583490022e-02,7.662773132324199668e-03
8.157014846801700567e-03,1.405644416809079950e-02,1.448655128478999916e-02,9.643793106079099828e-03
6.981372833251900216e-03,1.337289810180660073e-02,1.168966293334960070e-02,7.892131805419899324e-03
9.080410003662100701e-03,1.347160339355460076e-02,8.408308029174799483e-03,8.072614669799799483e-03
5.954027175903300363e-03,1.087522506713860075e-02,1.336050033569330039e-02,1.155447959899899915e-02
8.663177490234300407e-03,1.005482673645009990e-02,1.028656959533690018e-02,9.914398193359300407e-03
6.951332092285099871e-03,6.532669067382800357e-03,1.035094261169429951e-02,8.923768997192299546e-03
9.348869323730399361e-03,1.302337646484369969e-02,1.234555244445799914e-02,1.098704338073729948e-02
7.880926132202099865e-03,1.115226745605460076e-02,8.210659027099600701e-03,8.416175842285100739e-03
8.857727050781199693e-03,8.783340454101500050e-03,8.098363876342700579e-03,1.341533660888669967e-02
6.994485855102500031e-03,9.392261505126899349e-03,8.051156997680599878e-03,9.564876556396399374e-03
1.068258285522460070e-02,1.067042350769040020e-02,9.599447250366200529e-03,8.167505264282200542e-03
7.335901260375900235e-03,1.252150535583490022e-02,9.603261947631799508e-03,1.157784461975090023e-02
8.862972259521399374e-03,1.126384735107419967e-02,8.203506469726500050e-03,9.105443954467700579e-03
5.084991455078099847e-03,9.708166122436499151e-03,9.931325912475499201e-03,1.099872589111319972e-02
7.982254028320300357e-03,1.041507720947260074e-02,1.079773902893059988e-02,7.611989974975500069e-03
1.028108596801750006e-02,1.006674766540520058e-02,1.382803916931149915e-02,1.107311248779289936e-02
9.317874908447199706e-03,9.901285171508700592e-03,9.456157684326100751e-03,7.768154144287099834e-03
4.022359848022400222e-03,9.250402450561499151e-03,1.078104972839349918e-02,1.039552688598630037e-02
9.056806564330999176e-03,1.099991798400870059e-02,1.317906379699699919e-02,1.030874252319330039e-02
6.699562072753900178e-03,8.056402206420799558e-03,1.595520973205560161e-02,8.629322052001899349e-03
6.985187530517500062e-03,1.171016693115230038e-02,1.474308967590329950e-02,1.047086715698239932e-02
9.097337722778299496e-03,8.466720581054600764e-03,1.445531845092769968e-02,8.976697921752900197e-03
7.600784301757800357e-03,9.605884552001899349e-03,1.357793807983389937e-02,1.050329208374019968e-02
7.734298706054599896e-03,8.204460144042899361e-03,1.223635673522940025e-02,1.081418991088860075e-02
4.548549652099599834e-03,1.033949851989740022e-02,1.079082489013669967e-02,8.765220642089800382e-03
1.048517227172850001e-02,1.210856437683099918e-02,1.887559890747069966e-02,1.016926765441890021e-02
6.843566894531199693e-03,9.004831314086900185e-03,1.878714561462399915e-02,1.176738739013669967e-02
