0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+01
3.333333333333334281e+01,3.333333333333334281e+01
3.000000000000000000e+01,4.000000000000000000e+01
3.600000000000000000e+01,4.399999999999999289e+01
4.333333333333333570e+01,4.333333333333333570e+01
4.000000000000000000e+01,4.285714285714286120e+01
4.250000000000000711e+01,4.250000000000000711e+01
4.222222222222222854e+01,4.666666666666665719e+01
4.200000000000000711e+01,4.600000000000000000e+01
4.000000000000000000e+01,4.545454545454546036e+01
4.166666666666665719e+01,4.499999999999999289e+01
4.153846153846153300e+01,4.615384615384615330e+01
4.000000000000000000e+01,4.714285714285713880e+01
4.266666666666665719e+01,4.533333333333333570e+01
4.375000000000000000e+01,4.499999999999999289e+01
4.588235294117647101e+01,4.588235294117647101e+01
4.555555555555555713e+01,4.666666666666665719e+01
4.631578947368421240e+01,4.842105263157895223e+01
4.700000000000000000e+01,4.900000000000000000e+01
4.857142857142857650e+01,4.857142857142857650e+01
4.818181818181817988e+01,4.818181818181817988e+01
4.869565217391303946e+01,4.869565217391303946e+01
4.833333333333332860e+01,4.916666666666667140e+01
4.879999999999999716e+01,4.960000000000000142e+01
4.769230769230768630e+01,5.000000000000000000e+01
4.740740740740741188e+01,5.037037037037036669e+01
4.785714285714284699e+01,5.142857142857143060e+01
4.758620689655172242e+01,5.103448275862069039e+01
4.666666666666665719e+01,5.133333333333332860e+01
4.774193548387096797e+01,5.161290322580644840e+01
4.750000000000000000e+01,5.250000000000000000e+01
4.787878787878788245e+01,5.212121212121212466e+01
4.823529411764705088e+01,5.176470588235294201e+01
4.800000000000000000e+01,5.142857142857143060e+01
4.833333333333332860e+01,5.055555555555555713e+01
4.918918918918919303e+01,5.027027027027026662e+01
5.052631578947368496e+01,5.105263157894736281e+01
5.076923076923076650e+01,5.179487179487180271e+01
5.100000000000000000e+01,5.200000000000000000e+01
5.219512195121951237e+01,5.268292682926829684e+01
5.333333333333333570e+01,5.285714285714286120e+01
5.441860465116278789e+01,5.348837209302325846e+01
5.454545454545454675e+01,5.363636363636364024e+01
5.511111111111112137e+01,5.333333333333333570e+01
5.608695652173912549e+01,5.391304347826086740e+01
5.659574468085106247e+01,5.446808510638297918e+01
5.666666666666665719e+01,5.458333333333333570e+01
5.632653061224489477e+01,5.469387755102040671e+01
5.639999999999999858e+01,5.560000000000000142e+01
5.686274509803921262e+01,5.529411764705881893e+01
