0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+01,1.000000000000000000e+01,3.000000000000000000e+01
4.000000000000000000e+01,2.666666666666667140e+01,4.000000000000000000e+01
4.499999999999999289e+01,3.500000000000000000e+01,3.500000000000000000e+01
4.399999999999999289e+01,3.600000000000000000e+01,4.000000000000000000e+01
4.000000000000000000e+01,4.000000000000000000e+01,4.333333333333333570e+01
4.285714285714286120e+01,3.714285714285714590e+01,4.571428571428572241e+01
4.000000000000000000e+01,3.750000000000000000e+01,4.499999999999999289e+01
4.000000000000000000e+01,4.000000000000000000e+01,4.666666666666665719e+01
4.399999999999999289e+01,4.000000000000000000e+01,4.800000000000000000e+01
4.363636363636364024e+01,4.363636363636364024e+01,4.909090909090909349e+01
4.333333333333333570e+01,4.166666666666665719e+01,4.833333333333332860e+01
4.153846153846153300e+01,4.153846153846153300e+01,5.076923076923076650e+01
4.285714285714286120e+01,4.142857142857142350e+01,5.142857142857143060e+01
4.399999999999999289e+01,4.133333333333333570e+01,5.066666666666665719e+01
4.250000000000000711e+01,4.250000000000000711e+01,4.875000000000000711e+01
4.588235294117647101e+01,4.117647058823528994e+01,4.823529411764705088e+01
4.555555555555555713e+01,4.111111111111110716e+01,4.888888888888889284e+01
4.526315789473684248e+01,4.210526315789473273e+01,4.842105263157895223e+01
4.499999999999999289e+01,4.300000000000000711e+01,4.900000000000000000e+01
4.476190476190475920e+01,4.380952380952381020e+01,4.857142857142857650e+01
4.363636363636364024e+01,4.454545454545454675e+01,4.727272727272728048e+01
4.260869565217392108e+01,4.521739130434782794e+01,4.695652173913043015e+01
4.499999999999999289e+01,4.416666666666665719e+01,4.750000000000000000e+01
4.479999999999999716e+01,4.479999999999999716e+01,4.879999999999999716e+01
4.461538461538461320e+01,4.461538461538461320e+01,4.846153846153846700e+01
4.592592592592591672e+01,4.370370370370370239e+01,4.888888888888889284e+01
4.499999999999999289e+01,4.285714285714286120e+01,4.857142857142857650e+01
4.482758620689656226e+01,4.344827586206896086e+01,4.827586206896552312e+01
4.533333333333333570e+01,4.333333333333333570e+01,4.933333333333332860e+01
4.516129032258064768e+01,4.322580645161289681e+01,4.903225806451613522e+01
4.562500000000000711e+01,4.375000000000000000e+01,4.812499999999999289e+01
4.484848484848485128e+01,4.484848484848485128e+01,4.848484848484847731e+01
4.411764705882352899e+01,4.470588235294116686e+01,4.882352941176471006e+01
4.342857142857143060e+01,4.514285714285713880e+01,4.914285714285714590e+01
4.388888888888888573e+01,4.444444444444444287e+01,5.000000000000000000e+01
4.432432432432432989e+01,4.432432432432432989e+01,5.081081081081080697e+01
4.473684210526315042e+01,4.473684210526315042e+01,5.105263157894736281e+01
4.410256410256410220e+01,4.615384615384615330e+01,5.179487179487180271e+01
4.449999999999999289e+01,4.600000000000000000e+01,5.200000000000000000e+01
4.487804878048780211e+01,4.634146341463414132e+01,5.219512195121951237e+01
4.476190476190475920e+01,4.571428571428572241e+01,5.238095238095238670e+01
4.511627906976743674e+01,4.558139534883720501e+01,5.209302325581395365e+01
4.499999999999999289e+01,4.499999999999999289e+01,5.181818181818182012e+01
4.533333333333333570e+01,4.533333333333333570e+01,5.155555555555555713e+01
4.652173913043478137e+01,4.521739130434782794e+01,5.217391304347825809e+01
4.595744680851063890e+01,4.595744680851063890e+01,5.148936170212765973e+01
4.583333333333333570e+01,4.666666666666665719e+01,5.208333333333332860e+01
4.530612244897959329e+01,4.775510204081632537e+01,5.183673469387755262e+01
4.520000000000000284e+01,4.839999999999999858e+01,5.200000000000000000e+01
4.470588235294116686e+01,4.941176470588236214e+01,5.176470588235294201e+01
