2.004637002944946289e+00,2.227791786193848100e+00,2.535521984100341797e+00,2.038598060607910156e+00,2.134638786315917969e+00,2.772320985794067383e+00,2.327952623367309570e+00,2.512190103530883789e+00,2.600401878356933594e+00
1.220665454864501953e+00,1.459515094757080078e+00,1.533367156982422097e+00,1.053207635879516602e+00,1.918711423873901145e+00,1.267856121063232422e+00,1.576617717742919922e+00,1.661213636398315430e+00,1.143577575683593750e+00
1.303247213363647683e+00,1.516805887222290039e+00,2.457225799560546875e+00,1.473156452178955078e+00,1.598594665527343750e+00,1.759860038757324219e+00,2.880617618560791016e+00,1.473556518554687500e+00,2.041213989257812500e+00
9.795525074005128063e-01,1.554555654525756836e+00,2.832835912704468218e+00,1.447736263275146484e+00,1.917923927307128906e+00,2.192007780075072798e+00,4.128149509429931641e+00,3.104264497756958008e+00,2.445757865905761719e+00
1.336233854293823242e+00,1.565769672393798828e+00,3.054800748825072798e+00,2.118257284164428711e+00,2.425611972808837891e+00,2.226391553878784180e+00,6.121616125106812412e+00,4.970147609710693359e+00,2.264846324920654297e+00
1.466724395751953125e+00,2.084611177444458008e+00,4.914011716842651367e+00,2.761990308761596680e+00,2.580683946609497070e+00,2.612375259399414062e+00,3.969951152801513672e+00,8.320397138595581055e+00,2.004323720932006836e+00
2.007256507873535156e+00,1.635145187377929688e+00,4.657105207443237305e+00,2.946571350097655806e+00,2.827632904052734375e+00,4.509046077728272373e+00,7.523414134979248047e+00,5.899389266967773438e+00,2.099925756454468218e+00
2.124470710754394531e+00,1.893321275711060014e+00,3.815523862838745117e+00,3.293243408203125000e+00,4.566217899322509766e+00,1.140233969688415527e+01,5.615262746810913086e+00,8.380996704101562500e+00,1.775773525238037109e+00
2.268254280090332031e+00,1.427569866180419922e+00,5.943574666976928711e+00,1.962628364562988503e+00,3.359985589981079102e+00,1.645009732246398926e+01,6.107088804244995117e+00,1.003481912612915039e+01,2.152827739715576172e+00
1.489884614944458008e+00,1.774330615997314453e+00,3.213104963302612305e+00,3.938954591751098189e+00,3.874986886978148970e+00,5.317536354064941406e+00,4.542823314666748047e+00,5.750908613204956055e+00,2.089676856994628906e+00
1.937094449996948020e+00,1.845520496368407981e+00,3.367277145385742188e+00,4.819229364395141602e+00,4.328552246093750000e+00,4.081201314926148349e+00,3.782498598098754883e+00,1.110219717025756836e+01,5.881566524505615234e+00
2.050196886062622070e+00,2.448504686355590820e+00,3.214789867401123047e+00,5.288542270660400391e+00,3.523728847503662109e+00,1.386898326873779119e+01,5.298783063888549805e+00,1.026111268997192383e+01,1.137244367599487127e+01
1.553448438644409180e+00,2.028847217559814453e+00,3.570034742355346680e+00,5.197745561599731445e+00,3.604707956314086914e+00,1.392605924606323242e+01,2.993043422698974609e+00,1.303961801528930842e+01,1.181558418273925781e+01
1.134308099746704102e+00,1.906568288803100808e+00,3.698187589645385742e+00,6.339113712310791016e+00,2.681729316711425781e+00,1.001845812797546387e+01,7.510857582092285156e+00,1.364582681655883789e+01,5.003923892974853516e+00
1.305732488632201926e+00,2.353178501129150391e+00,2.291510581970214844e+00,6.372408151626586914e+00,3.256028652191162109e+00,7.307532548904418945e+00,8.824626445770263672e+00,3.780296659469604492e+01,5.382607698440551758e+00
1.939398288726806419e+00,2.133764266967772993e+00,4.006088256835937500e+00,1.028227949142456055e+01,3.483813285827636719e+00,5.462058782577514648e+00,4.222651004791259766e+00,2.670713138580322266e+01,7.512173414230346680e+00
1.541507005691528320e+00,1.274016141891479492e+00,3.574039459228516069e+00,7.385184049606323242e+00,3.549917221069335938e+00,1.444432091712951660e+01,3.101301670074462891e+00,1.696840214729309082e+01,9.893316984176635742e+00
2.085672378540039062e+00,2.377461433410644531e+00,2.813028335571289062e+00,6.794605493545532227e+00,3.386727809906005859e+00,1.335627865791320801e+01,1.074297428131103516e+00,2.601995015144348145e+01,1.884995079040527699e+01
2.029959440231323242e+00,1.859968662261962891e+00,2.416678667068481001e+00,5.023857116699218750e+00,3.251727581024169922e+00,1.547488856315612793e+01,3.871928215026855913e+00,1.411810564994812012e+01,1.537976050376891912e+01
1.234435319900512695e+00,2.541906356811523438e+00,2.686766862869262695e+00,1.474039316177368164e+00,4.205700159072875977e+00,6.518033266067504883e+00,5.408855438232421875e+00,1.318371176719665527e+01,9.260471820831300604e+00
